FrameNum CenterX(mm) CenterY(mm) Areas
2335 90.13 165.57 Floor
2336 90.96 165.85 Floor
2337 92.07 166.08 Floor
2338 93.54 166.25 Floor
2339 95.32 166.39 Floor
2340 NaN NaN Floor
2341 NaN NaN Floor
2342 NaN NaN Floor
2343 NaN NaN Floor
2344 NaN NaN Floor
2345 NaN NaN Floor
2346 NaN NaN Floor
2347 NaN NaN Floor
2348 NaN NaN Floor
2349 NaN NaN Floor
2350 NaN NaN Floor
2351 NaN NaN Floor
2352 NaN NaN Floor
2353 122.84 171.05 Floor
2354 NaN NaN Floor
2355 134.03 172.48 Floor
2356 NaN NaN Floor
2357 141.06 172.55 Floor
2358 141.61 171.87 Floor
2359 143.99 171.56 Floor
2360 NaN NaN Floor
2361 NaN NaN Floor
2362 150.70 171.77 Floor
2363 152.39 172.23 Floor
2364 153.76 172.73 Floor
2365 154.88 173.18 Floor
2366 156.01 173.61 Floor
2367 157.23 173.96 Floor
2368 158.77 174.14 Floor
2369 NaN NaN Floor
2370 162.68 174.02 Floor
2371 164.73 173.80 Floor
2372 NaN NaN Floor
2373 168.28 172.97 Floor
2374 169.98 172.24 Floor
2375 171.70 171.45 Floor
2376 NaN NaN Floor
2377 NaN NaN Floor
2378 176.87 169.33 Floor
2379 178.85 168.83 Floor
2380 180.93 168.49 Floor
2381 NaN NaN Floor
2382 184.63 168.55 Floor
2383 NaN NaN Floor
2384 188.57 169.04 Floor
2385 NaN NaN Floor
2386 NaN NaN Floor
2387 NaN NaN Floor
2388 NaN NaN Floor
2389 NaN NaN Floor
2390 NaN NaN Floor
2391 NaN NaN Floor
2392 NaN NaN Floor
2393 NaN NaN Floor
2394 NaN NaN Floor
2395 NaN NaN Floor
2396 NaN NaN Floor
2397 NaN NaN Floor
2398 NaN NaN Floor
2399 NaN NaN Floor
2400 215.00 173.65 Floor
2401 220.48 175.06 Floor
2402 225.31 176.53 Floor
2403 228.94 177.92 Floor
2404 230.51 179.02 Floor
2405 NaN NaN Floor
2406 229.99 180.35 Floor
2407 230.68 180.85 Floor
2408 231.44 181.14 Floor
2409 232.37 181.26 Floor
2410 233.44 181.12 Floor
2411 234.57 180.83 Floor
2412 235.81 180.45 Floor
2413 237.10 180.10 Floor
2414 238.16 179.80 Floor
2415 238.92 179.71 Floor
2416 239.44 179.68 Floor
2417 239.88 179.73 Floor
2418 240.21 179.75 Floor
2419 240.47 179.79 Floor
2420 240.80 179.77 Floor
2421 241.15 179.69 Floor
2422 241.63 179.52 Floor
2423 242.15 179.22 Floor
2424 242.66 178.75 Floor
2425 243.01 178.15 Floor
2426 243.22 177.27 Floor
2427 243.30 176.26 Floor
2428 243.33 175.05 Floor
2429 243.30 173.73 Floor
2430 243.34 172.38 Floor
2431 243.51 171.02 Floor
2432 243.83 169.79 Floor
2433 244.24 168.57 Floor
2434 244.76 167.48 Floor
2435 245.28 166.42 Floor
2436 245.79 165.45 Floor
2437 246.31 164.48 Floor
2438 246.82 163.39 Floor
2439 247.20 162.14 Floor
2440 247.37 160.77 Floor
2441 247.28 159.45 Floor
2442 246.97 158.15 OBJG
2443 246.38 156.82 OBJG
2444 245.55 155.44 OBJG
2445 244.66 154.14 OBJG
2446 243.79 153.01 OBJG
2447 243.04 151.94 OBJG
2448 242.52 151.08 OBJG
2449 242.29 150.35 OBJG
2450 242.33 149.80 OBJG
2451 242.62 149.57 OBJG
2452 243.10 149.47 OBJG
2453 243.53 149.33 OBJG
2454 243.87 149.10 OBJG
2455 244.18 148.97 OBJG
2456 244.31 148.84 OBJG
2457 244.31 148.72 OBJG
2458 244.20 148.59 OBJG
2459 244.04 148.40 OBJG
2460 243.86 148.17 OBJG
2461 243.76 147.95 OBJG
2462 243.71 147.61 OBJG
2463 243.67 147.13 OBJG
2464 243.65 146.67 OBJG
2465 243.68 146.23 OBJG
2466 243.77 145.80 OBJG
2467 243.88 145.38 OBJG
2468 243.99 144.95 OBJG
2469 244.10 144.48 OBJG
2470 244.24 144.07 OBJG
2471 244.48 143.51 OBJG
2472 244.74 142.85 OBJG
2473 245.03 142.19 OBJG
2474 245.36 141.55 OBJG
2475 245.76 140.89 OBJG
2476 246.15 140.46 Floor
2477 246.55 140.01 Floor
2478 247.00 139.46 Floor
2479 247.47 139.14 Floor
2480 247.94 138.99 Floor
2481 248.44 138.64 Floor
2482 248.93 138.07 Floor
2483 249.35 137.47 Floor
2484 249.72 136.73 Floor
2485 249.95 135.89 Floor
2486 249.99 135.13 Floor
2487 249.98 134.04 Floor
2488 249.85 132.98 Floor
2489 249.62 132.20 Floor
2490 249.31 131.33 Floor
2491 249.11 130.17 Floor
2492 249.04 128.80 Floor
2493 NaN NaN Floor
2494 249.29 126.28 Floor
2495 249.58 125.24 Floor
2496 249.93 124.31 Floor
2497 250.30 123.63 Floor
2498 250.55 123.40 Floor
2499 250.75 123.20 Floor
2500 250.91 123.04 Floor
2501 251.16 122.66 Floor
2502 251.50 122.08 Floor
2503 251.84 121.33 Floor
2504 252.22 120.42 Floor
2505 252.57 119.30 Floor
2506 252.89 118.01 Floor
2507 253.09 116.89 Floor
2508 253.14 116.08 Floor
2509 253.09 115.33 Floor
2510 253.01 114.79 Floor
2511 252.92 114.17 Floor
2512 252.79 113.42 Floor
2513 252.63 112.48 Floor
2514 252.51 111.15 Floor
2515 252.42 109.43 Floor
2516 NaN NaN Floor
2517 252.31 105.05 Floor
2518 NaN NaN Floor
2519 NaN NaN Floor
2520 NaN NaN Floor
2521 NaN NaN Floor
2522 NaN NaN Floor
2523 NaN NaN Floor
2524 NaN NaN Floor
2525 NaN NaN Floor
2526 NaN NaN Floor
2527 NaN NaN Floor
2528 NaN NaN Floor
2529 251.13 80.77 Floor
2530 NaN NaN Floor
2531 250.53 71.76 Floor
2532 NaN NaN Floor
2533 250.52 65.71 Floor
2534 NaN NaN Floor
2535 NaN NaN Floor
2536 NaN NaN Floor
2537 NaN NaN Floor
2538 252.84 56.93 Floor
2539 253.07 55.08 Floor
2540 252.99 53.29 Floor
2541 252.54 51.61 Floor
2542 251.83 50.07 Floor
2543 250.90 48.73 Floor
2544 249.97 47.63 Floor
2545 249.13 46.72 Floor
2546 248.70 46.02 Floor
2547 248.65 45.54 Floor
2548 248.96 45.28 Floor
2549 249.33 45.04 Floor
2550 249.57 44.72 Floor
2551 249.53 44.30 Floor
2552 249.14 43.70 Floor
2553 248.37 43.05 Floor
2554 247.25 42.42 Floor
2555 245.86 41.79 Floor
2556 244.37 41.24 Floor
2557 242.81 40.82 Floor
2558 241.23 40.42 Floor
2559 239.56 40.01 Floor
2560 237.88 39.51 Floor
2561 236.21 38.83 Floor
2562 NaN NaN Floor
2563 233.46 36.93 Floor
2564 232.33 35.91 Floor
2565 231.37 34.87 Floor
2566 230.61 33.95 Floor
2567 230.18 33.21 Floor
2568 230.01 32.76 Floor
2569 229.97 32.57 Floor
2570 229.98 32.53 Floor
2571 230.02 32.62 Floor
2572 230.12 32.80 Floor
2573 230.14 33.02 Floor
2574 230.00 33.19 Floor
2575 229.80 33.28 Floor
2576 229.58 33.39 Floor
2577 229.63 33.43 Floor
2578 229.73 33.56 Floor
2579 229.96 33.71 Floor
2580 230.15 33.81 Floor
2581 230.48 33.95 Floor
2582 230.66 34.19 Floor
2583 230.72 34.54 Floor
2584 230.83 35.07 Floor
2585 231.02 35.70 Floor
2586 231.32 36.44 Floor
2587 231.82 37.15 Floor
2588 232.34 37.94 Floor
2589 232.94 38.66 Floor
2590 233.53 39.29 Floor
2591 234.19 39.97 Floor
2592 234.67 40.87 Floor
2593 234.98 41.85 Floor
2594 235.18 43.01 Floor
2595 235.26 44.13 Floor
2596 235.18 45.17 Floor
2597 234.95 46.16 Floor
2598 234.66 47.10 Floor
2599 234.48 47.98 Floor
2600 234.51 48.85 Floor
2601 234.78 49.68 Floor
2602 235.25 50.69 Floor
2603 235.85 51.73 Floor
2604 236.58 52.87 Floor
2605 237.45 54.00 Floor
2606 238.29 55.11 Floor
2607 239.01 56.13 Floor
2608 239.52 56.93 Floor
2609 239.89 57.46 Floor
2610 240.13 57.91 Floor
2611 240.18 58.01 Floor
2612 240.08 57.99 Floor
2613 239.88 57.79 Floor
2614 239.64 57.52 Floor
2615 239.44 57.28 Floor
2616 239.21 57.00 Floor
2617 238.99 56.75 Floor
2618 238.74 56.50 Floor
2619 238.63 56.40 Floor
2620 238.58 56.44 Floor
2621 238.64 56.44 Floor
2622 238.66 56.41 Floor
2623 238.61 56.27 Floor
2624 238.49 56.02 Floor
2625 238.30 55.66 Floor
2626 238.02 55.27 Floor
2627 237.73 54.90 Floor
2628 237.49 54.55 Floor
2629 237.38 54.32 Floor
2630 237.28 54.08 Floor
2631 237.36 53.97 Floor
2632 237.41 53.89 Floor
2633 237.54 53.80 Floor
2634 237.66 53.69 Floor
2635 237.74 53.54 Floor
2636 237.82 53.35 Floor
2637 237.92 53.13 Floor
2638 238.05 52.93 Floor
2639 238.20 52.69 Floor
2640 238.33 52.47 Floor
2641 238.54 52.28 Floor
2642 238.71 52.01 Floor
2643 238.86 51.72 Floor
2644 238.92 51.39 Floor
2645 238.98 51.04 Floor
2646 239.08 50.71 Floor
2647 239.15 50.46 Floor
2648 239.24 50.28 Floor
2649 239.28 50.18 Floor
2650 239.29 50.15 Floor
2651 239.32 50.15 Floor
2652 239.29 50.18 Floor
2653 239.23 50.25 Floor
2654 239.17 50.35 Floor
2655 239.16 50.46 Floor
2656 239.17 50.57 Floor
2657 239.19 50.76 Floor
2658 239.24 50.96 Floor
2659 239.21 51.19 Floor
2660 239.18 51.42 Floor
2661 239.12 51.65 Floor
2662 238.98 51.83 Floor
2663 238.80 51.92 Floor
2664 238.60 51.94 Floor
2665 238.41 51.83 Floor
2666 238.25 51.69 Floor
2667 238.13 51.54 Floor
2668 238.05 51.36 Floor
2669 238.07 51.23 Floor
2670 238.13 51.16 Floor
2671 238.23 51.10 Floor
2672 238.26 51.04 Floor
2673 238.29 51.02 Floor
2674 238.34 51.01 Floor
2675 238.35 51.00 Floor
2676 238.33 50.97 Floor
2677 238.27 50.94 Floor
2678 238.22 50.93 Floor
2679 238.18 50.89 Floor
2680 238.15 50.89 Floor
2681 238.13 50.86 Floor
2682 238.06 50.86 Floor
2683 238.04 50.88 Floor
2684 238.09 50.94 Floor
2685 238.14 50.95 Floor
2686 238.27 50.92 Floor
2687 238.40 50.90 Floor
2688 238.55 50.90 Floor
2689 238.68 50.84 Floor
2690 238.72 50.82 Floor
2691 238.70 50.73 Floor
2692 238.57 50.71 Floor
2693 238.39 50.73 Floor
2694 238.21 50.79 Floor
2695 238.03 50.87 Floor
2696 237.93 50.90 Floor
2697 237.84 50.95 Floor
2698 237.81 50.97 Floor
2699 237.81 50.96 Floor
2700 237.80 50.92 Floor
2701 237.83 50.85 Floor
2702 237.83 50.80 Floor
2703 237.83 50.77 Floor
2704 237.85 50.74 Floor
2705 237.84 50.72 Floor
2706 237.84 50.70 Floor
2707 237.79 50.75 Floor
2708 237.68 50.79 Floor
2709 237.57 50.85 Floor
2710 237.49 50.90 Floor
2711 237.46 50.95 Floor
2712 237.50 51.02 Floor
2713 237.56 51.04 Floor
2714 237.63 51.02 Floor
2715 237.68 50.95 Floor
2716 237.72 50.90 Floor
2717 237.70 50.85 Floor
2718 237.61 50.77 Floor
2719 237.57 50.73 Floor
2720 237.59 50.76 Floor
2721 237.59 50.79 Floor
2722 237.60 50.83 Floor
2723 237.55 50.87 Floor
2724 237.50 50.84 Floor
2725 237.43 50.81 Floor
2726 237.34 50.77 Floor
2727 237.30 50.72 Floor
2728 237.29 50.69 Floor
2729 237.29 50.68 Floor
2730 237.30 50.69 Floor
2731 237.29 50.66 Floor
2732 237.28 50.63 Floor
2733 237.27 50.60 Floor
2734 237.25 50.53 Floor
2735 237.26 50.48 Floor
2736 237.24 50.46 Floor
2737 237.26 50.45 Floor
2738 237.25 50.47 Floor
2739 237.17 50.47 Floor
2740 237.09 50.47 Floor
2741 237.04 50.47 Floor
2742 237.05 50.47 Floor
2743 237.06 50.47 Floor
2744 237.08 50.47 Floor
2745 237.09 50.47 Floor
2746 237.10 50.47 Floor
2747 237.09 50.47 Floor
2748 237.11 50.47 Floor
2749 237.16 50.49 Floor
2750 237.21 50.47 Floor
2751 237.33 50.44 Floor
2752 237.45 50.43 Floor
2753 237.50 50.42 Floor
2754 237.53 50.42 Floor
2755 237.46 50.42 Floor
2756 237.38 50.43 Floor
2757 237.29 50.44 Floor
2758 237.24 50.47 Floor
2759 237.18 50.47 Floor
2760 237.16 50.46 Floor
2761 237.25 50.48 Floor
2762 237.36 50.55 Floor
2763 237.44 50.59 Floor
2764 237.51 50.62 Floor
2765 237.48 50.63 Floor
2766 237.49 50.62 Floor
2767 237.45 50.57 Floor
2768 237.43 50.55 Floor
2769 237.38 50.51 Floor
2770 237.32 50.48 Floor
2771 237.35 50.49 Floor
2772 237.34 50.52 Floor
2773 237.43 50.58 Floor
2774 237.45 50.63 Floor
2775 237.53 50.69 Floor
2776 237.65 50.75 Floor
2777 237.78 50.84 Floor
2778 237.87 50.93 Floor
2779 237.84 50.93 Floor
2780 237.73 50.91 Floor
2781 237.62 50.88 Floor
2782 237.57 50.88 Floor
2783 237.65 50.98 Floor
2784 237.63 51.00 Floor
2785 237.66 51.02 Floor
2786 237.68 51.03 Floor
2787 237.69 51.03 Floor
2788 237.52 50.92 Floor
2789 237.33 50.83 Floor
2790 237.22 50.83 Floor
2791 237.19 50.85 Floor
2792 237.27 50.91 Floor
2793 237.40 51.02 Floor
2794 237.51 51.02 Floor
2795 237.58 50.97 Floor
2796 237.62 50.88 Floor
2797 237.57 50.74 Floor
2798 237.45 50.57 Floor
2799 237.39 50.49 Floor
2800 237.30 50.44 Floor
2801 237.24 50.44 Floor
2802 237.25 50.48 Floor
2803 237.27 50.54 Floor
2804 237.32 50.57 Floor
2805 237.34 50.58 Floor
2806 237.34 50.58 Floor
2807 237.35 50.59 Floor
2808 237.37 50.56 Floor
2809 237.35 50.49 Floor
2810 237.25 50.40 Floor
2811 237.20 50.34 Floor
2812 237.17 50.33 Floor
2813 237.11 50.25 Floor
2814 237.04 50.21 Floor
2815 237.02 50.18 Floor
2816 237.02 50.14 Floor
2817 237.05 50.09 Floor
2818 237.08 49.97 Floor
2819 237.03 49.88 Floor
2820 236.96 49.81 Floor
2821 236.93 49.78 Floor
2822 236.93 49.79 Floor
2823 236.95 49.79 Floor
2824 236.99 49.86 Floor
2825 237.10 49.93 Floor
2826 237.19 49.95 Floor
2827 237.28 49.94 Floor
2828 237.32 49.92 Floor
2829 237.32 49.95 Floor
2830 237.30 50.01 Floor
2831 237.27 50.06 Floor
2832 237.22 50.09 Floor
2833 237.17 50.10 Floor
2834 237.11 50.09 Floor
2835 237.06 50.06 Floor
2836 237.02 50.01 Floor
2837 236.99 49.95 Floor
2838 236.98 49.92 Floor
2839 237.00 49.92 Floor
2840 237.00 49.94 Floor
2841 237.00 49.94 Floor
2842 237.00 49.94 Floor
2843 237.00 49.94 Floor
2844 237.03 49.94 Floor
2845 237.00 49.94 Floor
2846 236.98 49.94 Floor
2847 236.96 49.94 Floor
2848 236.95 49.94 Floor
2849 236.97 49.96 Floor
2850 236.97 49.95 Floor
2851 236.95 49.93 Floor
2852 236.90 49.88 Floor
2853 236.87 49.83 Floor
2854 236.87 49.75 Floor
2855 236.86 49.73 Floor
2856 236.84 49.71 Floor
2857 236.87 49.70 Floor
2858 236.90 49.70 Floor
2859 236.91 49.73 Floor
2860 236.89 49.72 Floor
2861 236.88 49.71 Floor
2862 236.87 49.70 Floor
2863 236.86 49.68 Floor
2864 236.90 49.65 Floor
2865 236.93 49.67 Floor
2866 236.91 49.67 Floor
2867 236.91 49.67 Floor
2868 236.87 49.67 Floor
2869 236.77 49.67 Floor
2870 236.76 49.67 Floor
2871 236.76 49.67 Floor
2872 236.76 49.67 Floor
2873 236.74 49.67 Floor
2874 236.80 49.67 Floor
2875 236.84 49.67 Floor
2876 236.91 49.67 Floor
2877 236.92 49.65 Floor
2878 236.95 49.68 Floor
2879 236.92 49.68 Floor
2880 236.96 49.72 Floor
2881 236.92 49.75 Floor
2882 236.89 49.77 Floor
2883 236.88 49.77 Floor
2884 236.86 49.77 Floor
2885 236.84 49.75 Floor
2886 236.84 49.72 Floor
2887 236.79 49.68 Floor
2888 236.76 49.68 Floor
2889 236.74 49.65 Floor
2890 236.76 49.67 Floor
2891 236.73 49.65 Floor
2892 236.77 49.65 Floor
2893 236.78 49.68 Floor
2894 236.82 49.72 Floor
2895 236.89 49.78 Floor
2896 236.98 49.83 Floor
2897 237.06 49.88 Floor
2898 237.14 49.95 Floor
2899 237.24 49.95 Floor
2900 237.31 49.96 Floor
2901 237.31 49.91 Floor
2902 237.29 49.87 Floor
2903 237.22 49.83 Floor
2904 237.17 49.78 Floor
2905 237.14 49.73 Floor
2906 237.05 49.70 Floor
2907 236.99 49.68 Floor
2908 236.94 49.68 Floor
2909 236.95 49.65 Floor
2910 236.94 49.67 Floor
2911 236.92 49.65 Floor
2912 236.92 49.65 Floor
2913 236.95 49.68 Floor
2914 236.96 49.75 Floor
2915 236.96 49.79 Floor
2916 236.88 49.82 Floor
2917 236.85 49.83 Floor
2918 236.84 49.82 Floor
2919 236.89 49.79 Floor
2920 236.87 49.75 Floor
2921 236.82 49.64 Floor
2922 236.86 49.64 Floor
2923 236.95 49.69 Floor
2924 236.97 49.79 Floor
2925 236.98 49.87 Floor
2926 236.90 49.87 Floor
2927 236.83 49.83 Floor
2928 236.81 49.83 Floor
2929 236.81 49.80 Floor
2930 236.76 49.74 Floor
2931 236.69 49.66 Floor
2932 236.70 49.67 Floor
2933 236.74 49.67 Floor
2934 236.76 49.69 Floor
2935 236.80 49.70 Floor
2936 236.88 49.71 Floor
2937 236.97 49.72 Floor
2938 237.09 49.79 Floor
2939 237.16 49.79 Floor
2940 237.19 49.77 Floor
2941 237.16 49.69 Floor
2942 237.13 49.64 Floor
2943 237.09 49.57 Floor
2944 237.04 49.48 Floor
2945 237.01 49.44 Floor
2946 237.06 49.44 Floor
2947 237.04 49.39 Floor
2948 237.03 49.43 Floor
2949 237.04 49.45 Floor
2950 237.09 49.51 Floor
2951 237.11 49.57 Floor
2952 237.16 49.66 Floor
2953 237.17 49.70 Floor
2954 237.11 49.74 Floor
2955 237.12 49.78 Floor
2956 237.17 49.82 Floor
2957 237.15 49.80 Floor
2958 237.13 49.83 Floor
2959 237.07 49.81 Floor
2960 237.00 49.80 Floor
2961 236.96 49.80 Floor
2962 236.96 49.75 Floor
2963 236.98 49.71 Floor
2964 237.06 49.72 Floor
2965 237.26 49.76 Floor
2966 237.48 49.83 Floor
2967 237.60 49.87 Floor
2968 237.67 49.91 Floor
2969 237.67 49.96 Floor
2970 237.61 49.95 Floor
2971 237.59 49.95 Floor
2972 237.52 49.88 Floor
2973 237.41 49.83 Floor
2974 237.33 49.75 Floor
2975 237.22 49.71 Floor
2976 237.10 49.67 Floor
2977 237.00 49.69 Floor
2978 237.01 49.76 Floor
2979 237.07 49.91 Floor
2980 237.16 50.03 Floor
2981 237.24 50.09 Floor
2982 237.27 50.10 Floor
2983 237.27 50.08 Floor
2984 237.23 49.95 Floor
2985 237.16 49.85 Floor
2986 237.07 49.69 Floor
2987 236.99 49.58 Floor
2988 236.99 49.51 Floor
2989 236.94 49.50 Floor
2990 236.97 49.57 Floor
2991 237.03 49.65 Floor
2992 237.16 49.83 Floor
2993 237.28 49.97 Floor
2994 237.33 50.02 Floor
2995 237.32 50.06 Floor
2996 237.24 49.98 Floor
2997 237.15 49.90 Floor
2998 237.02 49.83 Floor
2999 236.85 49.76 Floor
3000 236.76 49.71 Floor
3001 236.72 49.74 Floor
3002 236.76 49.81 Floor
3003 236.77 49.81 Floor
3004 236.76 49.79 Floor
3005 236.74 49.76 Floor
3006 236.73 49.73 Floor
3007 236.73 49.71 Floor
3008 236.70 49.66 Floor
3009 236.69 49.61 Floor
3010 236.68 49.57 Floor
3011 236.67 49.56 Floor
3012 236.68 49.54 Floor
3013 236.69 49.53 Floor
3014 236.70 49.55 Floor
3015 236.70 49.58 Floor
3016 236.74 49.61 Floor
3017 236.72 49.63 Floor
3018 236.79 49.68 Floor
3019 236.87 49.74 Floor
3020 236.92 49.77 Floor
3021 237.03 49.81 Floor
3022 237.10 49.82 Floor
3023 237.13 49.80 Floor
3024 237.06 49.72 Floor
3025 236.93 49.61 Floor
3026 236.84 49.54 Floor
3027 236.76 49.54 Floor
3028 236.74 49.58 Floor
3029 236.76 49.64 Floor
3030 236.82 49.74 Floor
3031 236.98 49.93 Floor
3032 237.10 50.05 Floor
3033 237.23 50.16 Floor
3034 237.26 50.19 Floor
3035 237.28 50.21 Floor
3036 237.26 50.18 Floor
3037 237.18 50.13 Floor
3038 237.06 50.01 Floor
3039 236.95 49.87 Floor
3040 236.83 49.73 Floor
3041 236.75 49.60 Floor
3042 236.73 49.50 Floor
3043 236.77 49.44 Floor
3044 236.79 49.37 Floor
3045 236.86 49.37 Floor
3046 236.92 49.35 Floor
3047 237.07 49.45 Floor
3048 237.21 49.57 Floor
3049 237.35 49.68 Floor
3050 237.47 49.76 Floor
3051 237.54 49.80 Floor
3052 237.58 49.83 Floor
3053 237.59 49.84 Floor
3054 237.57 49.84 Floor
3055 237.54 49.83 Floor
3056 237.48 49.78 Floor
3057 237.42 49.81 Floor
3058 237.34 49.82 Floor
3059 237.31 49.79 Floor
3060 237.29 49.77 Floor
3061 237.19 49.70 Floor
3062 237.10 49.64 Floor
3063 236.97 49.59 Floor
3064 236.94 49.56 Floor
3065 236.93 49.49 Floor
3066 236.91 49.44 Floor
3067 236.92 49.42 Floor
3068 237.06 49.44 Floor
3069 237.26 49.51 Floor
3070 237.39 49.58 Floor
3071 237.40 49.61 Floor
3072 237.28 49.58 Floor
3073 237.10 49.54 Floor
3074 237.02 49.55 Floor
3075 237.02 49.54 Floor
3076 237.07 49.61 Floor
3077 237.11 49.61 Floor
3078 237.22 49.61 Floor
3079 237.26 49.62 Floor
3080 237.22 49.57 Floor
3081 237.13 49.48 Floor
3082 236.96 49.39 Floor
3083 236.88 49.36 Floor
3084 236.92 49.43 Floor
3085 237.03 49.50 Floor
3086 237.14 49.58 Floor
3087 237.12 49.56 Floor
3088 237.05 49.55 Floor
3089 236.92 49.50 Floor
3090 236.81 49.46 Floor
3091 236.69 49.42 Floor
3092 236.60 49.42 Floor
3093 236.58 49.45 Floor
3094 236.70 49.58 Floor
3095 236.83 49.70 Floor
3096 236.98 49.83 Floor
3097 237.07 49.92 Floor
3098 237.06 49.97 Floor
3099 237.01 49.94 Floor
3100 236.93 49.88 Floor
3101 236.78 49.77 Floor
3102 236.62 49.62 Floor
3103 236.42 49.52 Floor
3104 236.32 49.43 Floor
3105 236.26 49.39 Floor
3106 236.27 49.36 Floor
3107 236.26 49.30 Floor
3108 236.27 49.25 Floor
3109 236.38 49.26 Floor
3110 236.61 49.32 Floor
3111 236.78 49.34 Floor
3112 236.90 49.31 Floor
3113 236.95 49.29 Floor
3114 236.96 49.20 Floor
3115 236.95 49.20 Floor
3116 236.94 49.16 Floor
3117 236.85 49.10 Floor
3118 236.82 49.08 Floor
3119 236.84 49.14 Floor
3120 236.82 49.20 Floor
3121 236.75 49.18 Floor
3122 236.65 49.17 Floor
3123 236.57 49.17 Floor
3124 236.46 49.16 Floor
3125 236.38 49.19 Floor
3126 236.32 49.17 Floor
3127 236.28 49.19 Floor
3128 236.30 49.21 Floor
3129 236.32 49.21 Floor
3130 236.30 49.19 Floor
3131 236.33 49.17 Floor
3132 236.38 49.19 Floor
3133 236.42 49.16 Floor
3134 236.46 49.15 Floor
3135 236.49 49.15 Floor
3136 236.53 49.19 Floor
3137 236.58 49.26 Floor
3138 236.61 49.26 Floor
3139 236.62 49.28 Floor
3140 236.61 49.30 Floor
3141 236.58 49.31 Floor
3142 236.53 49.32 Floor
3143 236.47 49.31 Floor
3144 236.46 49.36 Floor
3145 236.45 49.39 Floor
3146 236.40 49.39 Floor
3147 236.39 49.38 Floor
3148 236.39 49.32 Floor
3149 236.39 49.28 Floor
3150 236.42 49.26 Floor
3151 236.43 49.20 Floor
3152 236.40 49.12 Floor
3153 236.37 49.10 Floor
3154 236.39 49.12 Floor
3155 236.39 49.14 Floor
3156 236.38 49.19 Floor
3157 236.47 49.27 Floor
3158 236.57 49.31 Floor
3159 236.66 49.36 Floor
3160 236.75 49.38 Floor
3161 236.73 49.25 Floor
3162 236.63 49.11 Floor
3163 236.49 48.98 Floor
3164 236.36 48.87 Floor
3165 236.32 48.84 Floor
3166 236.33 48.91 Floor
3167 236.34 49.01 Floor
3168 236.37 49.09 Floor
3169 236.38 49.17 Floor
3170 236.39 49.20 Floor
3171 236.38 49.14 Floor
3172 236.31 49.07 Floor
3173 236.21 48.93 Floor
3174 236.08 48.85 Floor
3175 236.05 48.84 Floor
3176 235.97 48.90 Floor
3177 235.88 48.97 Floor
3178 235.82 49.03 Floor
3179 235.78 49.08 Floor
3180 235.79 49.13 Floor
3181 235.83 49.15 Floor
3182 235.86 49.16 Floor
3183 235.88 49.14 Floor
3184 235.89 49.14 Floor
3185 235.94 49.14 Floor
3186 235.96 49.14 Floor
3187 236.02 49.11 Floor
3188 236.07 49.12 Floor
3189 236.13 49.15 Floor
3190 236.15 49.19 Floor
3191 236.16 49.22 Floor
3192 236.18 49.26 Floor
3193 236.25 49.32 Floor
3194 236.37 49.42 Floor
3195 236.50 49.55 Floor
3196 236.64 49.74 Floor
3197 236.74 49.95 Floor
3198 236.76 50.15 Floor
3199 236.72 50.39 Floor
3200 236.55 50.56 Floor
3201 236.50 50.75 Floor
3202 236.65 50.97 Floor
3203 236.95 51.26 Floor
3204 237.44 51.53 Floor
3205 238.05 51.84 Floor
3206 238.71 52.22 Floor
3207 239.31 52.56 Floor
3208 239.76 52.87 Floor
3209 240.00 53.16 Floor
3210 239.98 53.28 Floor
3211 239.93 53.38 Floor
3212 239.79 53.47 Floor
3213 239.64 53.51 Floor
3214 239.54 53.43 Floor
3215 239.49 53.32 Floor
3216 239.52 53.26 Floor
3217 239.58 53.13 Floor
3218 239.60 53.01 Floor
3219 239.61 52.83 Floor
3220 239.53 52.53 Floor
3221 239.56 52.46 Floor
3222 239.65 52.48 Floor
3223 239.85 52.65 Floor
3224 240.08 52.89 Floor
3225 240.40 53.33 Floor
3226 240.79 53.87 Floor
3227 241.11 54.35 Floor
3228 241.42 54.89 Floor
3229 241.68 55.34 Floor
3230 241.87 55.75 Floor
3231 242.14 56.26 Floor
3232 242.35 56.64 Floor
3233 242.50 56.92 Floor
3234 242.65 57.21 Floor
3235 242.79 57.47 Floor
3236 242.85 57.61 Floor
3237 242.79 57.64 Floor
3238 242.79 57.79 Floor
3239 242.73 57.82 Floor
3240 242.68 57.83 Floor
3241 242.62 57.71 Floor
3242 242.55 57.48 Floor
3243 242.49 57.17 Floor
3244 242.50 57.03 Floor
3245 242.51 56.89 Floor
3246 242.49 56.82 Floor
3247 242.44 56.81 Floor
3248 242.49 56.98 Floor
3249 242.51 57.08 Floor
3250 242.53 57.15 Floor
3251 242.51 57.14 Floor
3252 242.52 57.07 Floor
3253 242.55 56.99 Floor
3254 242.58 56.92 Floor
3255 242.62 56.88 Floor
3256 242.68 56.93 Floor
3257 242.67 56.93 Floor
3258 242.74 56.95 Floor
3259 242.75 56.95 Floor
3260 242.71 56.94 Floor
3261 242.64 56.93 Floor
3262 242.59 56.90 Floor
3263 242.57 56.88 Floor
3264 242.53 56.84 Floor
3265 242.48 56.86 Floor
3266 242.43 56.91 Floor
3267 242.35 56.89 Floor
3268 242.32 56.89 Floor
3269 242.26 56.91 Floor
3270 242.22 56.90 Floor
3271 242.19 56.88 Floor
