Frame X Y
913 257.69 109.01
914 257.73 108.61
915 257.73 108.54
916 257.72 108.51
917 257.72 108.45
918 257.72 108.51
919 257.72 108.51
920 257.74 108.45
921 257.84 108.45
922 257.85 108.43
923 257.87 108.38
924 257.97 108.23
925 258.11 107.69
926 258.21 106.63
927 258.49 106.38
928 258.97 106.07
929 259.00 106.06
930 259.06 106.05
931 259.16 105.97
932 259.17 105.60
933 259.41 105.44
934 259.80 105.03
935 259.80 104.29
936 259.80 103.68
937 259.31 103.08
938 258.81 102.85
939 258.00 102.58
940 257.66 102.47
941 257.64 102.38
942 257.60 102.07
943 257.47 101.80
944 257.34 101.56
945 257.29 101.56
946 257.29 101.54
947 257.47 101.43
948 257.58 101.38
949 257.66 101.34
950 258.06 101.34
951 258.29 101.34
952 258.54 101.51
953 258.54 101.62
954 258.54 101.66
955 258.46 101.66
956 258.46 101.66
957 258.46 101.35
958 258.75 100.78
959 258.88 100.57
960 258.99 100.39
961 259.41 100.39
962 259.44 100.39
963 259.69 100.39
964 259.72 100.38
965 259.96 100.38
966 260.45 100.36
967 260.61 100.00
968 260.61 99.83
969 260.61 99.43
970 260.06 98.75
971 260.06 98.35
972 259.05 97.94
973 258.43 97.56
974 258.22 96.88
975 258.10 96.88
976 257.92 96.88
977 257.39 97.17
978 256.90 97.17
979 255.98 97.17
980 255.11 97.23
981 254.15 97.23
982 253.43 97.36
983 252.65 97.49
984 251.71 97.83
985 251.37 98.07
986 250.47 98.73
987 249.08 98.90
988 247.01 99.00
989 246.61 99.12
990 245.48 99.94
991 244.95 100.27
992 243.29 101.55
993 242.87 103.01
994 241.90 104.57
995 241.18 105.59
996 240.39 106.89
997 238.46 107.34
998 237.98 108.18
999 237.95 108.88
1000 237.95 109.77
1001 237.95 110.74
1002 238.32 111.97
1003 238.74 112.51
1004 240.40 112.51
1005 241.23 112.51
1006 241.79 112.43
1007 242.28 110.91
1008 242.32 110.09
1009 242.78 110.09
1010 243.49 110.09
1011 243.49 110.32
1012 243.49 111.90
1013 242.67 112.71
1014 242.10 113.69
1015 240.38 115.63
1016 239.58 117.95
1017 238.87 119.58
1018 237.40 121.94
1019 236.87 123.10
1020 235.87 125.00
1021 235.19 126.53
1022 233.66 130.28
